#proteinId	gotermId	goName	gotermType	goAcc
316	6244	protein kinase CK2 regulator activity	molecular_function	GO:0008605
317	9320	membrane	cellular_component	GO:0016020
320	2227	structural constituent of ribosome	molecular_function	GO:0003735
320	3827	intracellular	cellular_component	GO:0005622
320	4025	ribosome	cellular_component	GO:0005840
320	4556	translation	biological_process	GO:0006412
321	9321	integral to membrane	cellular_component	GO:0016021
321	24459	protein insertion into membrane	biological_process	GO:0051205
322	587	nucleosome	cellular_component	GO:0000786
322	2176	DNA binding	molecular_function	GO:0003677
322	3838	nucleus	cellular_component	GO:0005634
322	4484	nucleosome assembly	biological_process	GO:0006334
323	2175	nucleic acid binding	molecular_function	GO:0003676
324	9321	integral to membrane	cellular_component	GO:0016021
325	2917	exonuclease activity	molecular_function	GO:0004527
325	3827	intracellular	cellular_component	GO:0005622
325	2175	nucleic acid binding	molecular_function	GO:0003676
327	2176	DNA binding	molecular_function	GO:0003677
327	2353	DNA-directed DNA polymerase activity	molecular_function	GO:0003887
327	3838	nucleus	cellular_component	GO:0005634
327	4421	DNA replication	biological_process	GO:0006260
328	281	magnesium ion binding	molecular_function	GO:0000287
328	2824	inorganic diphosphatase activity	molecular_function	GO:0004427
328	3930	cytoplasm	cellular_component	GO:0005737
328	4913	phosphate metabolic process	biological_process	GO:0006796
329	3546	transporter activity	molecular_function	GO:0005215
329	4927	transport	biological_process	GO:0006810
329	9320	membrane	cellular_component	GO:0016020
329	9321	integral to membrane	cellular_component	GO:0016021
330	2216	RNA binding	molecular_function	GO:0003723
330	9667	tRNA-pseudouridine synthase activity	molecular_function	GO:0016439
330	13963	tRNA pseudouridine synthesis	biological_process	GO:0031119
330	754	pseudouridine synthesis	biological_process	GO:0001522
330	3096	pseudouridylate synthase activity	molecular_function	GO:0004730
331	2966	orotidine-5'-phosphate decarboxylase activity	molecular_function	GO:0004590
331	4369	'de novo' pyrimidine base biosynthetic process	biological_process	GO:0006207
331	2290	catalytic activity	molecular_function	GO:0003824
331	5830	metabolic process	biological_process	GO:0008152
332	2227	structural constituent of ribosome	molecular_function	GO:0003735
332	3827	intracellular	cellular_component	GO:0005622
332	4025	ribosome	cellular_component	GO:0005840
332	4556	translation	biological_process	GO:0006412
333	3042	protein-S-isoprenylcysteine O-methyltransferase activity	molecular_function	GO:0004671
333	4614	C-terminal protein amino acid methylation	biological_process	GO:0006481
333	9321	integral to membrane	cellular_component	GO:0016021
334	3737	GTP binding	molecular_function	GO:0005525
334	2378	GTPase activity	molecular_function	GO:0003924
336	5939	zinc ion binding	molecular_function	GO:0008270
336	9710	oxidoreductase activity	molecular_function	GO:0016491
336	9823	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GO:0016616
336	24535	NAD binding	molecular_function	GO:0051287
336	2290	catalytic activity	molecular_function	GO:0003824
336	3708	binding	molecular_function	GO:0005488
336	5830	metabolic process	biological_process	GO:0008152
337	3043	protein kinase activity	molecular_function	GO:0004672
337	3736	ATP binding	molecular_function	GO:0005524
337	4602	protein amino acid phosphorylation	biological_process	GO:0006468
337	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
337	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
338	2337	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	molecular_function	GO:0003871
338	6695	methionine biosynthetic process	biological_process	GO:0009086
338	5939	zinc ion binding	molecular_function	GO:0008270
338	6284	amino acid biosynthetic process	biological_process	GO:0008652
339	3838	nucleus	cellular_component	GO:0005634
339	4556	translation	biological_process	GO:0006412
340	281	magnesium ion binding	molecular_function	GO:0000287
340	2824	inorganic diphosphatase activity	molecular_function	GO:0004427
340	3930	cytoplasm	cellular_component	GO:0005737
340	4913	phosphate metabolic process	biological_process	GO:0006796
341	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
341	4143	carbohydrate metabolic process	biological_process	GO:0005975
341	2946	chitinase activity	molecular_function	GO:0004568
341	4200	chitin catabolic process	biological_process	GO:0006032
345	2227	structural constituent of ribosome	molecular_function	GO:0003735
345	3827	intracellular	cellular_component	GO:0005622
345	4025	ribosome	cellular_component	GO:0005840
345	4556	translation	biological_process	GO:0006412
347	162	nucleotide binding	molecular_function	GO:0000166
347	3186	phenylalanine-tRNA ligase activity	molecular_function	GO:0004826
347	3736	ATP binding	molecular_function	GO:0005524
347	3930	cytoplasm	cellular_component	GO:0005737
347	4556	translation	biological_process	GO:0006412
347	4575	phenylalanyl-tRNA aminoacylation	biological_process	GO:0006432
347	2216	RNA binding	molecular_function	GO:0003723
351	162	nucleotide binding	molecular_function	GO:0000166
351	3186	phenylalanine-tRNA ligase activity	molecular_function	GO:0004826
351	3736	ATP binding	molecular_function	GO:0005524
351	3930	cytoplasm	cellular_component	GO:0005737
351	4556	translation	biological_process	GO:0006412
351	4575	phenylalanyl-tRNA aminoacylation	biological_process	GO:0006432
351	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
351	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
352	3727	protein binding	molecular_function	GO:0005515
352	5939	zinc ion binding	molecular_function	GO:0008270
352	3967	peroxisomal membrane	cellular_component	GO:0005778
352	5126	peroxisome organization and biogenesis	biological_process	GO:0007031
353	70	protein import into nucleus, docking	biological_process	GO:0000059
353	3838	nucleus	cellular_component	GO:0005634
353	3846	nuclear pore	cellular_component	GO:0005643
353	3930	cytoplasm	cellular_component	GO:0005737
353	4994	intracellular protein transport	biological_process	GO:0006886
353	6212	protein transporter activity	molecular_function	GO:0008565
353	3708	binding	molecular_function	GO:0005488
355	2733	tetrahydrofolylpolyglutamate synthase activity	molecular_function	GO:0004326
355	3736	ATP binding	molecular_function	GO:0005524
355	6988	folic acid and derivative biosynthetic process	biological_process	GO:0009396
355	6667	biosynthetic process	biological_process	GO:0009058
355	10069	ligase activity	molecular_function	GO:0016874
356	3827	intracellular	cellular_component	GO:0005622
358	2175	nucleic acid binding	molecular_function	GO:0003676
358	2792	helicase activity	molecular_function	GO:0004386
358	3736	ATP binding	molecular_function	GO:0005524
358	162	nucleotide binding	molecular_function	GO:0000166
358	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
358	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
359	6667	biosynthetic process	biological_process	GO:0009058
359	10042	1-aminocyclopropane-1-carboxylate synthase activity	molecular_function	GO:0016847
359	2290	catalytic activity	molecular_function	GO:0003824
359	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
359	9967	transferase activity, transferring nitrogenous groups	molecular_function	GO:0016769
360	3721	iron ion binding	molecular_function	GO:0005506
360	4283	electron transport	biological_process	GO:0006118
360	9321	integral to membrane	cellular_component	GO:0016021
360	9710	oxidoreductase activity	molecular_function	GO:0016491
360	23919	FAD binding	molecular_function	GO:0050660
361	3727	protein binding	molecular_function	GO:0005515
361	5939	zinc ion binding	molecular_function	GO:0008270
364	2175	nucleic acid binding	molecular_function	GO:0003676
364	3736	ATP binding	molecular_function	GO:0005524
364	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
364	2792	helicase activity	molecular_function	GO:0004386
365	3846	nuclear pore	cellular_component	GO:0005643
365	10219	structural constituent of nuclear pore	molecular_function	GO:0017056
368	6724	nucleoside metabolic process	biological_process	GO:0009116
368	3203	uracil phosphoribosyltransferase activity	molecular_function	GO:0004845
368	4384	uracil salvage	biological_process	GO:0006223
369	4283	electron transport	biological_process	GO:0006118
369	9710	oxidoreductase activity	molecular_function	GO:0016491
369	2290	catalytic activity	molecular_function	GO:0003824
369	5830	metabolic process	biological_process	GO:0008152
370	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
370	4143	carbohydrate metabolic process	biological_process	GO:0005975
370	2290	catalytic activity	molecular_function	GO:0003824
371	9710	oxidoreductase activity	molecular_function	GO:0016491
371	4283	electron transport	biological_process	GO:0006118
371	5830	metabolic process	biological_process	GO:0008152
371	2290	catalytic activity	molecular_function	GO:0003824
371	3708	binding	molecular_function	GO:0005488
372	4598	protein modification process	biological_process	GO:0006464
373	4123	cAMP-dependent protein kinase complex	cellular_component	GO:0005952
373	4602	protein amino acid phosphorylation	biological_process	GO:0006468
373	6243	cAMP-dependent protein kinase regulator activity	molecular_function	GO:0008603
373	5250	signal transduction	biological_process	GO:0007165
380	2196	transcription factor activity	molecular_function	GO:0003700
380	3838	nucleus	cellular_component	GO:0005634
380	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
380	5939	zinc ion binding	molecular_function	GO:0008270
380	2176	DNA binding	molecular_function	GO:0003677
380	4499	transcription	biological_process	GO:0006350
383	2290	catalytic activity	molecular_function	GO:0003824
383	5830	metabolic process	biological_process	GO:0008152
386	9710	oxidoreductase activity	molecular_function	GO:0016491
386	2175	nucleic acid binding	molecular_function	GO:0003676
386	5846	methyltransferase activity	molecular_function	GO:0008168
386	15094	methylation	biological_process	GO:0032259
386	2216	RNA binding	molecular_function	GO:0003723
386	2448	adenosine deaminase activity	molecular_function	GO:0004000
386	4541	RNA processing	biological_process	GO:0006396
387	3546	transporter activity	molecular_function	GO:0005215
387	4927	transport	biological_process	GO:0006810
387	9320	membrane	cellular_component	GO:0016020
390	3145	superoxide dismutase activity	molecular_function	GO:0004784
390	4918	superoxide metabolic process	biological_process	GO:0006801
390	21295	metal ion binding	molecular_function	GO:0046872
391	2796	hexokinase activity	molecular_function	GO:0004396
391	3736	ATP binding	molecular_function	GO:0005524
391	4261	glycolysis	biological_process	GO:0006096
392	9292	ATP synthesis coupled proton transport	biological_process	GO:0015986
392	9691	proton-transporting two-sector ATPase complex	cellular_component	GO:0016469
392	21355	hydrogen ion transporting ATP synthase activity, rotational mechanism	molecular_function	GO:0046933
392	21380	hydrogen ion transporting ATPase activity, rotational mechanism	molecular_function	GO:0046961
393	2196	transcription factor activity	molecular_function	GO:0003700
393	3838	nucleus	cellular_component	GO:0005634
393	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
393	19030	sequence-specific DNA binding	molecular_function	GO:0043565
393	21401	protein dimerization activity	molecular_function	GO:0046983
395	18580	regulation of GTPase activity	biological_process	GO:0043087
396	2175	nucleic acid binding	molecular_function	GO:0003676
400	5830	metabolic process	biological_process	GO:0008152
400	2327	3-isopropylmalate dehydratase activity	molecular_function	GO:0003861
400	6706	leucine biosynthetic process	biological_process	GO:0009098
400	6913	3-isopropylmalate dehydratase complex	cellular_component	GO:0009316
400	24786	4 iron, 4 sulfur cluster binding	molecular_function	GO:0051539
401	281	magnesium ion binding	molecular_function	GO:0000287
401	2824	inorganic diphosphatase activity	molecular_function	GO:0004427
401	3930	cytoplasm	cellular_component	GO:0005737
401	4913	phosphate metabolic process	biological_process	GO:0006796
402	2290	catalytic activity	molecular_function	GO:0003824
403	3838	nucleus	cellular_component	GO:0005634
403	13391	transcription regulator activity	molecular_function	GO:0030528
